name,county,county_code
Albina,Braila,BR
Plopi,Braila,BR
Chioibasesti,Braila,BR
Mihail Kogalniceanu,Braila,BR
Plasoiu,Braila,BR
Comaneasca,Braila,BR
Gurguieti,Braila,BR
Cotu Lung,Braila,BR
Gavani,Braila,BR
Caldarusa,Braila,BR
Varsatura,Braila,BR
Odaieni,Braila,BR
Ariciu,Braila,BR
Pantecani,Braila,BR
Polizesti,Braila,BR
Martacesti,Braila,BR
Corbeni,Braila,BR
Valea Calmatuiului,Braila,BR
Bratesu Vechi,Braila,BR
Gara Ianca,Braila,BR
Pribeagu,Braila,BR
Voinesti,Braila,BR
Boarca,Braila,BR
Maru Rosu,Braila,BR
Cotu Mihalea,Braila,BR
Ionesti,Braila,BR
Salcia,Braila,BR
Stoienesti,Braila,BR
Vamesu,Braila,BR
Bumbacari,Braila,BR
Cistia,Braila,BR
Bradeanca,Braila,BR
Desirati,Braila,BR
Filiu,Braila,BR
Gura Garlutei,Braila,BR
Morotesti,Braila,BR
Nedeicu,Braila,BR
Nicolae Balcescu,Braila,BR
Nicolesti,Braila,BR
Brasov,Brasov,BV
Fagaras,Brasov,BV
Sacele,Brasov,BV
Zarnesti,Brasov,BV
Codlea,Brasov,BV
Rasnov,Brasov,BV
Victoria,Brasov,BV
Predeal,Brasov,BV
Ghimbav,Brasov,BV
Rupea,Brasov,BV
Feldioara,Brasov,BV
Prejmer,Brasov,BV
Cristian,Brasov,BV
Harman,Brasov,BV
Dumbravita,Brasov,BV
Poiana Marului,Brasov,BV
Teliu,Brasov,BV
Sanpetru,Brasov,BV
Vulcan,Brasov,BV
Tarlungeni,Brasov,BV
Lunca Calnicului,Brasov,BV
Budila,Brasov,BV
Halchiu,Brasov,BV
Apata,Brasov,BV
Racos,Brasov,BV
Hoghiz,Brasov,BV
Moieciu de Jos,Brasov,BV
Bod,Brasov,BV
Colonia Bod,Brasov,BV
Zizin,Brasov,BV
Ormenis,Brasov,BV
Sohodol,Brasov,BV
Bran,Brasov,BV
Maierus,Brasov,BV
Cincu,Brasov,BV
Holbav,Brasov,BV
Purcareni,Brasov,BV
Sercaia,Brasov,BV
Sinca Noua,Brasov,BV
Sambata de Sus,Brasov,BV
Homorod,Brasov,BV
Tohanu Nou,Brasov,BV
Crizbav,Brasov,BV
Mandra,Brasov,BV
Simon,Brasov,BV
Ungra,Brasov,BV
Cuciulata,Brasov,BV
Fiser,Brasov,BV
Augustin,Brasov,BV
Dragus,Brasov,BV
Cata,Brasov,BV
Persani,Brasov,BV
Lisa,Brasov,BV
Acris,Brasov,BV
Satu Nou,Brasov,BV
Comana de Jos,Brasov,BV
Recea,Brasov,BV
Sinca Veche,Brasov,BV
Moieciu de Sus,Brasov,BV
Rotbav,Brasov,BV
Ucea de Sus,Brasov,BV
Predelut,Brasov,BV
Ucea de Jos,Brasov,BV
Vladeni,Brasov,BV
Dalghiu,Brasov,BV
Ileni,Brasov,BV
Vama Buzaului,Brasov,BV
Jibert,Brasov,BV
Timisu de Jos,Brasov,BV
Vistea de Jos,Brasov,BV
Voila,Brasov,BV
Copacel,Brasov,BV
Sercaita,Brasov,BV
Arini,Brasov,BV
Venetia de Jos,Brasov,BV
Daisoara,Brasov,BV
Dacia,Brasov,BV
Cincsor,Brasov,BV
Berivoi,Brasov,BV
Colonia Reconstructia,Brasov,BV
Magura,Brasov,BV
Beclean,Brasov,BV
Colonia 1 Mai,Brasov,BV
Sebes,Brasov,BV
Pestera,Brasov,BV
Vistea de Sus,Brasov,BV
Crihalma,Brasov,BV
Oltet,Brasov,BV
Halmeag,Brasov,BV
Ticusu Vechi,Brasov,BV
Bunesti,Brasov,BV
Parau,Brasov,BV
Fundata,Brasov,BV
Breaza,Brasov,BV
Harseni,Brasov,BV
Crit,Brasov,BV
Lovnic,Brasov,BV
Vad,Brasov,BV
Ticusu Nou,Brasov,BV
Voivodeni,Brasov,BV
Soars,Brasov,BV
Jimbor,Brasov,BV
Sambata de Jos,Brasov,BV
Dopca,Brasov,BV
Podu Oltului,Brasov,BV
Cheia,Brasov,BV
Timisu de Sus,Brasov,BV
Cutus,Brasov,BV
Granari,Brasov,BV
Buzaiel,Brasov,BV
Sirnea,Brasov,BV
Drauseni,Brasov,BV
Mercheasa,Brasov,BV
Felmer,Brasov,BV
Hurez,Brasov,BV
Rucar,Brasov,BV
Dejani,Brasov,BV
Venetia de Sus,Brasov,BV
Gura Vaii,Brasov,BV
Rausor,Brasov,BV
Dridif,Brasov,BV
Viscri,Brasov,BV
Mateias,Brasov,BV
Barcut,Brasov,BV
Stupinii Prejmerului,Brasov,BV
Carpinis,Brasov,BV
Margineni,Brasov,BV
Grid,Brasov,BV
Comana de Sus,Brasov,BV
Fantana,Brasov,BV
Bogata Olteana,Brasov,BV
Toderita,Brasov,BV
Beia,Brasov,BV
Toarcla,Brasov,BV
Iasi,Brasov,BV
Ohaba,Brasov,BV
Mesendorf,Brasov,BV
Palos,Brasov,BV
Sona,Brasov,BV
Bucium,Brasov,BV
Rodbav,Brasov,BV
Calbor,Brasov,BV
Roades,Brasov,BV
Boholt,Brasov,BV
Sasciori,Brasov,BV
Feldioara,Brasov,BV
Ludisor,Brasov,BV
Selistat,Brasov,BV
Valcea,Brasov,BV
Savastreni,Brasov,BV
Cobor,Brasov,BV
Pojorta,Brasov,BV
Ionesti,Brasov,BV
Malinis,Brasov,BV
Valeni,Brasov,BV
Paltin,Brasov,BV
Fundatica,Brasov,BV
Drumul Carului,Brasov,BV
Corbi,Brasov,BV
Paraul Rece,Brasov,BV
Lupsa,Brasov,BV
Luta,Brasov,BV
Statiunea Climaterica Sambata,Brasov,BV
Vistisoara,Brasov,BV
Poiana Brasov,Brasov,BV
Municipiul Bucuresti,Bucuresti,B
Sectorul 1,Bucuresti,B
Sectorul 2,Bucuresti,B
Sectorul 3,Bucuresti,B
Sectorul 4,Bucuresti,B
Sectorul 5,Bucuresti,B
Sectorul 6,Bucuresti,B
Buzau,Buzau,BZ
Ramnicu Sarat,Buzau,BZ
Nehoiu,Buzau,BZ
Pogoanele,Buzau,BZ
Padina,Buzau,BZ
Rusetu,Buzau,BZ
Berca,Buzau,BZ
Smeeni,Buzau,BZ
Gheraseni,Buzau,BZ
Parscov,Buzau,BZ
Stalpu,Buzau,BZ
Ramnicelu,Buzau,BZ
Candesti,Buzau,BZ
Cochirleanca,Buzau,BZ
Vadu Pasii,Buzau,BZ
Patarlagele,Buzau,BZ
Capatanesti,Buzau,BZ
Scurtesti,Buzau,BZ
Fundeni,Buzau,BZ
Boldu,Buzau,BZ
Glodeanu Sarat,Buzau,BZ
Unguriu,Buzau,BZ
Oreavul,Buzau,BZ
Posta Calnau,Buzau,BZ
Cislau,Buzau,BZ
Luciu,Buzau,BZ
Grebanu,Buzau,BZ
Caldarasti,Buzau,BZ
Maxenu,Buzau,BZ
Maracineni,Buzau,BZ
Valea Ramnicului,Buzau,BZ
Valcelele,Buzau,BZ
Lipia,Buzau,BZ
Glodeanu-Silistea,Buzau,BZ
Bascenii de Jos,Buzau,BZ
Vernesti,Buzau,BZ
Tabarasti,Buzau,BZ
Pietroasele,Buzau,BZ
Florica,Buzau,BZ
Amara,Buzau,BZ
Balaceanu,Buzau,BZ
Sageata,Buzau,BZ
Sapoca,Buzau,BZ
Boboc,Buzau,BZ
Largu,Buzau,BZ
Potoceni,Buzau,BZ
Stancesti,Buzau,BZ
Vadu Soresti,Buzau,BZ
Sahateni,Buzau,BZ
Pogonele,Buzau,BZ
Puiestii de Jos,Buzau,BZ
Lunca,Buzau,BZ
Cotatcu,Buzau,BZ
Saranga,Buzau,BZ
Suditi,Buzau,BZ
Magura,Buzau,BZ
Matesti,Buzau,BZ
Lunca Priporului,Buzau,BZ
Movila Banului,Buzau,BZ
Costesti,Buzau,BZ
Ghergheasa,Buzau,BZ
Breaza,Buzau,BZ
Plevna,Buzau,BZ
Basca Rozilei,Buzau,BZ
Pietrosu,Buzau,BZ
Zarnestii de Slanic,Buzau,BZ
Buda,Buzau,BZ
Zarnesti,Buzau,BZ
Paltineni,Buzau,BZ
Salcioara,Buzau,BZ
Valea Parului,Buzau,BZ
Basca Chiojdului,Buzau,BZ
Bradeanu,Buzau,BZ
Zoresti,Buzau,BZ
Gavanesti,Buzau,BZ
Lopatari,Buzau,BZ
Cernatesti,Buzau,BZ
Rubla,Buzau,BZ
Dambroca,Buzau,BZ
Vintila Voda,Buzau,BZ
Galbinasi,Buzau,BZ
Lunca Jaristei,Buzau,BZ
Maruntisu,Buzau,BZ
Smardan,Buzau,BZ
Greceanca,Buzau,BZ
Topliceni,Buzau,BZ
Limpezis,Buzau,BZ
Babeni,Buzau,BZ
Chiojdu,Buzau,BZ
Amaru,Buzau,BZ
Furtunesti,Buzau,BZ
Casoca,Buzau,BZ
Izvoru Dulce,Buzau,BZ
Blajani,Buzau,BZ
Dedulesti,Buzau,BZ
Scutelnici,Buzau,BZ
Ulmeni,Buzau,BZ
Dascalesti,Buzau,BZ
Corbu,Buzau,BZ
Gura Teghii,Buzau,BZ
Vintileanca,Buzau,BZ
Bascenii de Sus,Buzau,BZ
Grajdana,Buzau,BZ
Ziduri,Buzau,BZ
Buda Craciunesti,Buzau,BZ
Murgesti,Buzau,BZ
Sibiciu de Sus,Buzau,BZ
Tronari,Buzau,BZ
Heliade Radulescu,Buzau,BZ
Luncile,Buzau,BZ
Caragele,Buzau,BZ
Viperesti,Buzau,BZ
C.a. Rosetti,Buzau,BZ
Scarisoara,Buzau,BZ
Albesti,Buzau,BZ
Joseni,Buzau,BZ
Nicolesti,Buzau,BZ
Plescoi,Buzau,BZ
Udati-Manzu,Buzau,BZ
Izvoru Dulce,Buzau,BZ
Homesti,Buzau,BZ
Pitulicea,Buzau,BZ
Sarata-Monteoru,Buzau,BZ
Calvini,Buzau,BZ
Costieni,Buzau,BZ
Tisau,Buzau,BZ
Cotorca,Buzau,BZ
Mlajet,Buzau,BZ
Spataru,Buzau,BZ
Dealul Viei,Buzau,BZ
Bentu,Buzau,BZ
Lanurile,Buzau,BZ
Niscov,Buzau,BZ
Catina,Buzau,BZ
Lunca Frumoasa,Buzau,BZ
Plesesti,Buzau,BZ
Varlaam,Buzau,BZ
Paltinis,Buzau,BZ
Fintesti,Buzau,BZ
Valea Nucului,Buzau,BZ
Gura Dimienii,Buzau,BZ
Panatau,Buzau,BZ
Badila,Buzau,BZ
Robeasca,Buzau,BZ
Rosioru,Buzau,BZ
Margineanu,Buzau,BZ
Zilisteanca,Buzau,BZ
Ograzile,Buzau,BZ
Racoviteni,Buzau,BZ
Clondiru,Buzau,BZ
Vacareasca,Buzau,BZ
Oratia,Buzau,BZ
Balta Alba,Buzau,BZ
Ciuta,Buzau,BZ
Cotu Ciorii,Buzau,BZ
Coltu Pietrii,Buzau,BZ
Bragareasa,Buzau,BZ
Manzalesti,Buzau,BZ
Hales,Buzau,BZ
Plostina,Buzau,BZ
Ivanetu,Buzau,BZ
Plaiu Nucului,Buzau,BZ
Satuc,Buzau,BZ
Valea Salciilor,Buzau,BZ
Focsanei,Buzau,BZ
Merei,Buzau,BZ
Tintesti,Buzau,BZ
Policiori,Buzau,BZ
Terca,Buzau,BZ
Strezeni,Buzau,BZ
Mihailesti,Buzau,BZ
Ratesti,Buzau,BZ
Sibiciu de Jos,Buzau,BZ
Naeni,Buzau,BZ
Livada,Buzau,BZ
Suditi,Buzau,BZ
Zoita,Buzau,BZ
Caldaruseanca,Buzau,BZ
Baile,Buzau,BZ
Braesti,Buzau,BZ
Crang,Buzau,BZ
Colti,Buzau,BZ
Alexandru Odobescu,Buzau,BZ
Stiubei,Buzau,BZ
Mitropolia,Buzau,BZ
Podgoria,Buzau,BZ
Caltuna,Buzau,BZ
Mucesti-Danulesti,Buzau,BZ
Valea Catinei,Buzau,BZ
Budisteni,Buzau,BZ
Macrina,Buzau,BZ
Sarile,Buzau,BZ
Barasti,Buzau,BZ
Beceni,Buzau,BZ
Muscelusa,Buzau,BZ
Baltareti,Buzau,BZ
Aldeni,Buzau,BZ
Muscel,Buzau,BZ
Sarulesti,Buzau,BZ
Pruneni,Buzau,BZ
Scortoasa,Buzau,BZ
Valea Lupului,Buzau,BZ
Balteni,Buzau,BZ
Bratilesti,Buzau,BZ
Dulbanu,Buzau,BZ
Mosesti,Buzau,BZ
Palici,Buzau,BZ
Aliceni,Buzau,BZ
Movila Oii,Buzau,BZ
Niculesti,Buzau,BZ
Catiasu,Buzau,BZ
Lera,Buzau,BZ
Puiestii de Sus,Buzau,BZ
Valcele,Buzau,BZ
Plesi,Buzau,BZ
Valea Viei,Buzau,BZ
Toropalesti,Buzau,BZ
Vispesti,Buzau,BZ
Petrisoru,Buzau,BZ
Arcanu,Buzau,BZ
Padurenii,Buzau,BZ
Plesesti,Buzau,BZ
Sarbesti,Buzau,BZ
Satu Nou,Buzau,BZ
Bajani,Buzau,BZ
Margariti,Buzau,BZ
Robesti,Buzau,BZ
Gura Calnaului,Buzau,BZ
Potarnichesti,Buzau,BZ
Bozioru,Buzau,BZ
Fulga,Buzau,BZ
Vizireni,Buzau,BZ
Coconari,Buzau,BZ
Cuculeasa,Buzau,BZ
Cilibia,Buzau,BZ
Podu Muncii,Buzau,BZ
Coltii de Jos,Buzau,BZ
Lacurile,Buzau,BZ
Mierea,Buzau,BZ
Bordusani,Buzau,BZ
Nemertea,Buzau,BZ
Gageni,Buzau,BZ
Valea Salciei,Buzau,BZ
Ileana,Buzau,BZ
Lunca,Buzau,BZ
Valeanca-Vilanesti,Buzau,BZ
Beilic,Buzau,BZ
Banita,Buzau,BZ
Poenitele,Buzau,BZ
Ursoaia,Buzau,BZ
Carligu Mare,Buzau,BZ
Petrachesti,Buzau,BZ
Raducesti,Buzau,BZ
Posta,Buzau,BZ
Modreni,Buzau,BZ
Nehoiasu,Buzau,BZ
Gara Cilibia,Buzau,BZ
Balanesti,Buzau,BZ
Recea,Buzau,BZ
Soresti,Buzau,BZ
Fantanele,Buzau,BZ
Colibasi,Buzau,BZ
Floresti,Buzau,BZ
Plopeasa,Buzau,BZ
Olari,Buzau,BZ
Sarata,Buzau,BZ
Nenciulesti,Buzau,BZ
Grabicina de Jos,Buzau,BZ
Poienile,Buzau,BZ
Manasia,Buzau,BZ
Valea Larga-Sarulesti,Buzau,BZ
Udati-Lucieni,Buzau,BZ
Gura Bascei,Buzau,BZ
Dogari,Buzau,BZ
Moisica,Buzau,BZ
Beslii,Buzau,BZ
Casota,Buzau,BZ
Goidesti,Buzau,BZ
Rusavat,Buzau,BZ
Tega,Buzau,BZ
Pinu,Buzau,BZ
Chirlesti,Buzau,BZ
Campulungeanca,Buzau,BZ
Cozieni,Buzau,BZ
Prosca,Buzau,BZ
Istrita de Jos,Buzau,BZ
Sasenii Noi,Buzau,BZ
Lipanescu,Buzau,BZ
Begu,Buzau,BZ
Golu Grabicina,Buzau,BZ
Valea Cotoarei,Buzau,BZ
Izvoru,Buzau,BZ
Lacu,Buzau,BZ
Negosina,Buzau,BZ
Posta,Buzau,BZ
Valea Sibiciului,Buzau,BZ
Lacu Sinaia,Buzau,BZ
Sergent Ionel Stefan,Buzau,BZ
Gomoesti,Buzau,BZ
Curmatura,Buzau,BZ
Muscel,Buzau,BZ
Bisoca,Buzau,BZ
Carpinistea,Buzau,BZ
Paclele,Buzau,BZ
Manzu,Buzau,BZ
Balta Tocila,Buzau,BZ
Vinetisu,Buzau,BZ
Beciu,Buzau,BZ
Gura Vaii,Buzau,BZ
Suchea,Buzau,BZ
Cioranca,Buzau,BZ
Goicelu,Buzau,BZ
Lopatareasa,Buzau,BZ
Valea Fantanei,Buzau,BZ
Baltagari,Buzau,BZ
Cocarceni,Buzau,BZ
Margaritesti,Buzau,BZ
Valea Putului Merei,Buzau,BZ
Budrea,Buzau,BZ
Coltaneni,Buzau,BZ
Clondiru de Sus,Buzau,BZ
Danulesti,Buzau,BZ
Carlomanesti,Buzau,BZ
Coca-Antimiresti,Buzau,BZ
Plaisor,Buzau,BZ
Tulburea,Buzau,BZ
Satu Vechi,Buzau,BZ
Gura Saratii,Buzau,BZ
Satu Nou,Buzau,BZ
Canesti,Buzau,BZ
Fundata,Buzau,BZ
Trestioara,Buzau,BZ
Valea Stanei,Buzau,BZ
Slobozia,Buzau,BZ
Gara Bobocu,Buzau,BZ
Sindrila,Buzau,BZ
Campeni,Buzau,BZ
Trestia,Buzau,BZ
Balhacu,Buzau,BZ
Izvoranu,Buzau,BZ
Fotin,Buzau,BZ
Pietroasa Mica,Buzau,BZ
Muscelu Caramanesti,Buzau,BZ
Gura Badicului,Buzau,BZ
Zeletin,Buzau,BZ
Dara,Buzau,BZ
Lunca,Buzau,BZ
Leiculesti,Buzau,BZ
Plescioara,Buzau,BZ
Zaharesti,Buzau,BZ
Pardosi,Buzau,BZ
Fundaturile,Buzau,BZ
Piatra Alba,Buzau,BZ
Runcu,Buzau,BZ
Izvoarele,Buzau,BZ
Glodu-Petcari,Buzau,BZ
Chiliile,Buzau,BZ
Ciresu,Buzau,BZ
Lacu cu Anini,Buzau,BZ
Sasenii Vechi,Buzau,BZ
Scorteanca,Buzau,BZ
Dalma,Buzau,BZ
Varf,Buzau,BZ
Bercesti,Buzau,BZ
Costomiru,Buzau,BZ
Coca-Niculesti,Buzau,BZ
Baceni,Buzau,BZ
Valea Verzei,Buzau,BZ
Alunis,Buzau,BZ
Livada Mica,Buzau,BZ
Maguricea,Buzau,BZ
Barbuncesti,Buzau,BZ
Rapile,Buzau,BZ
Fantanele,Buzau,BZ
Carligu Mic,Buzau,BZ
Curcanesti,Buzau,BZ
Ciobanoaia,Buzau,BZ
Jghiab,Buzau,BZ
Badeni,Buzau,BZ
Brebu,Buzau,BZ
Frasinet,Buzau,BZ
Cojanu,Buzau,BZ
Crevelesti,Buzau,BZ
Valea Banului,Buzau,BZ
Bustea,Buzau,BZ
Trestioara,Buzau,BZ
Balaia,Buzau,BZ
Stanila,Buzau,BZ
Scarlatesti,Buzau,BZ
Gavanele,Buzau,BZ
Gura Fagetului,Buzau,BZ
Deleni,Buzau,BZ
Teisu,Buzau,BZ
Caratnau de Jos,Buzau,BZ
Pietraru,Buzau,BZ
Stavarasti,Buzau,BZ
Valea Salciei-Catun,Buzau,BZ
Lunca,Buzau,BZ
Ruginoasa,Buzau,BZ
Manastirea Ratesti,Buzau,BZ
Plavatu,Buzau,BZ
Pacurile,Buzau,BZ
Parjolesti,Buzau,BZ
Valea Ursului,Buzau,BZ
Valea lui Lalu,Buzau,BZ
Tocileni,Buzau,BZ
Izvoru,Buzau,BZ
Pestritu,Buzau,BZ
Varteju,Buzau,BZ
Nucu,Buzau,BZ
Poiana Valcului,Buzau,BZ
Potecu,Buzau,BZ
Grabicina de Sus,Buzau,BZ
Odaia Banului,Buzau,BZ
Fisici,Buzau,BZ
Manastirea,Buzau,BZ
Punga,Buzau,BZ
Ghizdita,Buzau,BZ
Tabacari,Buzau,BZ
Calea Chiojdului,Buzau,BZ
Corbu,Buzau,BZ
Vadu Oii,Buzau,BZ
Valea Larga,Buzau,BZ
Chiperu,Buzau,BZ
Secuiu,Buzau,BZ
Zaplazi,Buzau,BZ
Anini,Buzau,BZ
Glodurile,Buzau,BZ
Plopi,Buzau,BZ
Bodinesti,Buzau,BZ
Scorosesti,Buzau,BZ
Ulmet,Buzau,BZ
Caratnau de Sus,Buzau,BZ
Sareni,Buzau,BZ
Ceairu,Buzau,BZ
Batogu,Buzau,BZ
Caldarusa,Buzau,BZ
Budesti,Buzau,BZ
Scaeni,Buzau,BZ
Valea Ratei,Buzau,BZ
Ciocanesti,Buzau,BZ
Dobrilesti,Buzau,BZ
Odaile,Buzau,BZ
Baesti,Buzau,BZ
Gura Siriului,Buzau,BZ
Tarlele,Buzau,BZ
Grosani,Buzau,BZ
Poiana Pletari,Buzau,BZ
Parscovelu,Buzau,BZ
Colteni,Buzau,BZ
Sasenii pe Vale,Buzau,BZ
Salcia,Buzau,BZ
Ghiocari,Buzau,BZ
Spidele,Buzau,BZ
Vavalucile,Buzau,BZ
Valea Stefanului,Buzau,BZ
Capu Satului,Buzau,BZ
Lungesti,Buzau,BZ
Posobesti,Buzau,BZ
Viforata,Buzau,BZ
Vladeni,Buzau,BZ
Tarcov,Buzau,BZ
Trestieni,Buzau,BZ
Corneanu,Buzau,BZ
Nistoresti,Buzau,BZ
Gontesti,Buzau,BZ
Zapodia,Buzau,BZ
Stroesti,Buzau,BZ
Caltesti,Buzau,BZ
Gornet,Buzau,BZ
Smeesti,Buzau,BZ
Valea Roatei,Buzau,BZ
Valea Purcarului,Buzau,BZ
Buduile,Buzau,BZ
Nenciu,Buzau,BZ
Tatarligu,Buzau,BZ
Movilita,Buzau,BZ
Sarile-Catun,Buzau,BZ
Arbanasi,Buzau,BZ
Gorani,Buzau,BZ
Olesesti,Buzau,BZ
Valea Schiopului,Buzau,BZ
Fata lui Nan,Buzau,BZ
Gresia,Buzau,BZ
Bradeanca,Buzau,BZ
Comisoaia,Buzau,BZ
Ojasca,Buzau,BZ
Tatulesti,Buzau,BZ
Calarasi,Calarasi,CL
Oltenita,Calarasi,CL
Borcea,Calarasi,CL
Chirnogi,Calarasi,CL
Modelu,Calarasi,CL
Dragalina,Calarasi,CL
Fundulea,Calarasi,CL
Roseti,Calarasi,CL
Ulmeni,Calarasi,CL
Fundeni,Calarasi,CL
Ciocanesti,Calarasi,CL
Radovanu,Calarasi,CL
Curcani,Calarasi,CL
Perisoru,Calarasi,CL
Budesti,Calarasi,CL
Manastirea,Calarasi,CL
Lehliu-Gara,Calarasi,CL
Chiselet,Calarasi,CL
Dor Marunt,Calarasi,CL
Vasilati,Calarasi,CL
Galbinasi,Calarasi,CL
Stefan cel Mare,Calarasi,CL
Nana,Calarasi,CL
Crivat,Calarasi,CL
Stefan Voda,Calarasi,CL
Unirea,Calarasi,CL
Independenta,Calarasi,CL
Valea Rosie,Calarasi,CL
Dragos Voda,Calarasi,CL
Cascioarele,Calarasi,CL
Stancea,Calarasi,CL
Soldanu,Calarasi,CL
Sohatu,Calarasi,CL
Jegalia,Calarasi,CL
Frumusani,Calarasi,CL
Gradistea,Calarasi,CL
Razvani,Calarasi,CL
Cuza Voda,Calarasi,CL
Lehliu,Calarasi,CL
Mitreni,Calarasi,CL
Plataresti,Calarasi,CL
Sarulesti-Gara,Calarasi,CL
Luica,Calarasi,CL
Dorobantu,Calarasi,CL
Vlad Tepes,Calarasi,CL
Tonea,Calarasi,CL
Galdau,Calarasi,CL
Progresu,Calarasi,CL
Valea Argovei,Calarasi,CL
Ceacu,Calarasi,CL
Nicolae Balcescu,Calarasi,CL
Valcelele,Calarasi,CL
Drajna Noua,Calarasi,CL
Radu Voda,Calarasi,CL
Varasti,Calarasi,CL
Dorobantu,Calarasi,CL
Spantov,Calarasi,CL
Rasa,Calarasi,CL
Aprozi,Calarasi,CL
Coconi,Calarasi,CL
Dalga-Gara,Calarasi,CL
Alexandru Odobescu,Calarasi,CL
Iezeru,Calarasi,CL
Sultana,Calarasi,CL
Constantin Brancoveanu,Calarasi,CL
Sapunari,Calarasi,CL
Negoesti,Calarasi,CL
Nicolae Balcescu,Calarasi,CL
Tamadau Mare,Calarasi,CL
Potcoava,Calarasi,CL
Mihai Viteazu,Calarasi,CL
Ulmu,Calarasi,CL
Ileana,Calarasi,CL
Cunesti,Calarasi,CL
Belciugatele,Calarasi,CL
Dalga,Calarasi,CL
Gruiu,Calarasi,CL
Cetatea Veche,Calarasi,CL
Coslogeni,Calarasi,CL
Pasarea,Calarasi,CL
Silistea,Calarasi,CL
Padurisu,Calarasi,CL
Valea Popii,Calarasi,CL
Plevna,Calarasi,CL
Gostilele,Calarasi,CL
Nucetu,Calarasi,CL
Calarasii Vechi,Calarasi,CL
Clatesti,Calarasi,CL
Tudor Vladimirescu,Calarasi,CL
Bogata,Calarasi,CL
Buciumeni,Calarasi,CL
Floroaica,Calarasi,CL
Lupsanu,Calarasi,CL
Cucuieti,Calarasi,CL
Valea Stanii,Calarasi,CL
Florica,Calarasi,CL
Stefanesti,Calarasi,CL
Gurbanesti,Calarasi,CL
Sarulesti,Calarasi,CL
Artari,Calarasi,CL
Visinii,Calarasi,CL
Buzoeni,Calarasi,CL
Faurei,Calarasi,CL
Mariuta,Calarasi,CL
Luptatori,Calarasi,CL
Postavari,Calarasi,CL
Satnoeni,Calarasi,CL
Sandulita,Calarasi,CL
Bosneagu,Calarasi,CL
Cotofanca,Calarasi,CL
Plumbuita,Calarasi,CL
Podu Pitarului,Calarasi,CL
Oltina,Calarasi,CL
Dichiseni,Calarasi,CL
Fantana Doamnei,Calarasi,CL
Ogoru,Calarasi,CL
Popesti,Calarasi,CL
Galatui,Calarasi,CL
Infratirea,Calarasi,CL
Danesti,Calarasi,CL
Nuci,Calarasi,CL
Frasinet,Calarasi,CL
Frasinetu de Jos,Calarasi,CL
Candeasca,Calarasi,CL
Calareti,Calarasi,CL
Socoalele,Calarasi,CL
Valea Presnei,Calarasi,CL
Marculesti-Gara,Calarasi,CL
Orasti,Calarasi,CL
Satu Nou,Calarasi,CL
Vladiceasca,Calarasi,CL
Cojesti,Calarasi,CL
Bogdana,Calarasi,CL
Solacolu,Calarasi,CL
Seinoiu,Calarasi,CL
Vlaiculesti,Calarasi,CL
Preasna,Calarasi,CL
Chirnogi,Calarasi,CL
Zimbru,Calarasi,CL
Podari,Calarasi,CL
Pelinu,Calarasi,CL
Curatesti,Calarasi,CL
Tamadau Mic,Calarasi,CL
Razoarele,Calarasi,CL
Darvari,Calarasi,CL
Polcesti,Calarasi,CL
Paicu,Calarasi,CL
Pitigaia,Calarasi,CL
Sacele,Calarasi,CL
Magureni,Calarasi,CL
Salcioara,Calarasi,CL
Ostrovu,Calarasi,CL
Valea Rusului,Calarasi,CL
Tariceni,Calarasi,CL
Mataraua,Calarasi,CL
Rasurile,Calarasi,CL
Satucu,Calarasi,CL
Alexandru I. Cuza,Calarasi,CL
Codreni,Calarasi,CL
Libertatea,Calarasi,CL
Lunca,Calarasi,CL
Preasna Veche,Calarasi,CL
Radu Negru,Calarasi,CL
Stoenesti,Calarasi,CL
Valea Seaca,Calarasi,CL
Resita,Caras-Severin,CS
Caransebes,Caras-Severin,CS
Bocsa,Caras-Severin,CS
Oravita,Caras-Severin,CS
Otelu Rosu,Caras-Severin,CS
Moldova Veche,Caras-Severin,CS
Anina,Caras-Severin,CS
Baile Herculane,Caras-Severin,CS
Moldova Noua,Caras-Severin,CS
Steierdorf,Caras-Severin,CS
Teregova,Caras-Severin,CS
Mehadia,Caras-Severin,CS
Toplet,Caras-Severin,CS
Bozovici,Caras-Severin,CS
Carasova,Caras-Severin,CS
Berzovia,Caras-Severin,CS
Dognecea,Caras-Severin,CS
Tarnova,Caras-Severin,CS
Verendin,Caras-Severin,CS
Slatina-Timis,Caras-Severin,CS
Eftimie Murgu,Caras-Severin,CS
Glimboca,Caras-Severin,CS
Rusca Montana,Caras-Severin,CS
Racasdia,Caras-Severin,CS
Obreja,Caras-Severin,CS
Maureni,Caras-Severin,CS
Calnic,Caras-Severin,CS
Bautar,Caras-Severin,CS
Berzasca,Caras-Severin,CS
Turnu Ruieni,Caras-Severin,CS
Borlova,Caras-Severin,CS
Armenis,Caras-Severin,CS
Sichevita,Caras-Severin,CS
Rusca,Caras-Severin,CS
Lapusnicu Mare,Caras-Severin,CS
Bania,Caras-Severin,CS
Ramna,Caras-Severin,CS
Pojejena,Caras-Severin,CS
Coronini,Caras-Severin,CS
Liubcova,Caras-Severin,CS
Marga,Caras-Severin,CS
Ciclova Romana,Caras-Severin,CS
Domasnea,Caras-Severin,CS
Vermes,Caras-Severin,CS
Gradinari,Caras-Severin,CS
Valiug,Caras-Severin,CS
Prigor,Caras-Severin,CS
